season,celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,results,placement,week,week_total_score,week_judge_percentage,participation_weeks
8,Denise Richards,Maksim Chmerkoskiy,Actor/Actress,Illinois,United States,38,Eliminated Week 3,12,3,16.0,6.3,11
8,David Alan Grier,Kym Johnson,Actor/Actress,Michigan,United States,52,Eliminated Week 5,9,3,24.0,9.45,11
8,Lawrence Taylor,Edyta Sliwinska,Athlete,Virginia,United States,50,Eliminated Week 7,7,3,20.0,7.87,11
8,Ty Murray,Chelsie Hightower,Athlete,Arizona,United States,39,Eliminated Week 10,4,3,23.0,9.06,11
8,Shawn Johnson,Mark Ballas,Athlete,Iowa,United States,17,1st Place,1,3,27.0,10.63,11
8,Steve Wozniak,Karina Smirnoff,Entrepreneur,California,United States,58,Eliminated Week 4,10,3,10.0,3.94,11
8,Belinda Carlisle,Jonathan Roberts,Singer/Rapper,California,United States,50,Eliminated Week 2,13,3,0.0,0.0,11
8,Chuck Wicks,Julianne Hough,Singer/Rapper,Delaware,United States,29,Eliminated Week 8,6,3,23.0,9.06,11
8,Lil' Kim,Derek Hough,Singer/Rapper,New York,United States,34,Eliminated Week 9,5,3,25.0,9.84,11
8,Steve-O,Lacey Schwimmer,TV Personality,,England,34,Eliminated Week 6,8,3,15.0,5.91,11
8,Holly Madison,Dmitry Chaplin,TV Personality,Oregon,United States,30,Eliminated Week 4,11,3,17.0,6.69,11
8,Melissa Rycroft,Tony Dovolani,TV Personality,Texas,United States,26,3rd Place,3,3,27.0,10.63,11
8,Gilles Marini,Cheryl Burke,Actor/Actress,,France,33,2nd Place,2,4,30.0,12.4,11
8,Denise Richards,Maksim Chmerkoskiy,Actor/Actress,Illinois,United States,38,Eliminated Week 3,12,4,0.0,0.0,11
8,David Alan Grier,Kym Johnson,Actor/Actress,Michigan,United States,52,Eliminated Week 5,9,4,22.0,9.09,11
8,Lawrence Taylor,Edyta Sliwinska,Athlete,Virginia,United States,50,Eliminated Week 7,7,4,19.0,7.85,11
8,Ty Murray,Chelsie Hightower,Athlete,Arizona,United States,39,Eliminated Week 10,4,4,25.0,10.33,11
8,Shawn Johnson,Mark Ballas,Athlete,Iowa,United States,17,1st Place,1,4,25.0,10.33,11
8,Steve Wozniak,Karina Smirnoff,Entrepreneur,California,United States,58,Eliminated Week 4,10,4,12.0,4.96,11
8,Belinda Carlisle,Jonathan Roberts,Singer/Rapper,California,United States,50,Eliminated Week 2,13,4,0.0,0.0,11
8,Chuck Wicks,Julianne Hough,Singer/Rapper,Delaware,United States,29,Eliminated Week 8,6,4,22.0,9.09,11
8,Lil' Kim,Derek Hough,Singer/Rapper,New York,United States,34,Eliminated Week 9,5,4,27.0,11.16,11
8,Steve-O,Lacey Schwimmer,TV Personality,,England,34,Eliminated Week 6,8,4,15.0,6.2,11
8,Holly Madison,Dmitry Chaplin,TV Personality,Oregon,United States,30,Eliminated Week 4,11,4,16.0,6.61,11
8,Melissa Rycroft,Tony Dovolani,TV Personality,Texas,United States,26,3rd Place,3,4,29.0,11.98,11
8,Gilles Marini,Cheryl Burke,Actor/Actress,,France,33,2nd Place,2,5,29.0,13.81,11
8,Denise Richards,Maksim Chmerkoskiy,Actor/Actress,Illinois,United States,38,Eliminated Week 3,12,5,0.0,0.0,11
8,David Alan Grier,Kym Johnson,Actor/Actress,Michigan,United States,52,Eliminated Week 5,9,5,22.0,10.48,11
8,Lawrence Taylor,Edyta Sliwinska,Athlete,Virginia,United States,50,Eliminated Week 7,7,5,20.0,9.52,11
8,Ty Murray,Chelsie Hightower,Athlete,Arizona,United States,39,Eliminated Week 10,4,5,21.0,10.0,11
8,Shawn Johnson,Mark Ballas,Athlete,Iowa,United States,17,1st Place,1,5,26.0,12.38,11
8,Steve Wozniak,Karina Smirnoff,Entrepreneur,California,United States,58,Eliminated Week 4,10,5,0.0,0.0,11
8,Belinda Carlisle,Jonathan Roberts,Singer/Rapper,California,United States,50,Eliminated Week 2,13,5,0.0,0.0,11
8,Chuck Wicks,Julianne Hough,Singer/Rapper,Delaware,United States,29,Eliminated Week 8,6,5,23.0,10.95,11
8,Lil' Kim,Derek Hough,Singer/Rapper,New York,United States,34,Eliminated Week 9,5,5,26.0,12.38,11
8,Steve-O,Lacey Schwimmer,TV Personality,,England,34,Eliminated Week 6,8,5,18.0,8.57,11
8,Holly Madison,Dmitry Chaplin,TV Personality,Oregon,United States,30,Eliminated Week 4,11,5,0.0,0.0,11
8,Melissa Rycroft,Tony Dovolani,TV Personality,Texas,United States,26,3rd Place,3,5,25.0,11.9,11
8,Gilles Marini,Cheryl Burke,Actor/Actress,,France,33,2nd Place,2,6,26.0,13.98,11
8,Denise Richards,Maksim Chmerkoskiy,Actor/Actress,Illinois,United States,38,Eliminated Week 3,12,6,0.0,0.0,11
8,David Alan Grier,Kym Johnson,Actor/Actress,Michigan,United States,52,Eliminated Week 5,9,6,0.0,0.0,11
8,Lawrence Taylor,Edyta Sliwinska,Athlete,Virginia,United States,50,Eliminated Week 7,7,6,22.0,11.83,11
8,Ty Murray,Chelsie Hightower,Athlete,Arizona,United States,39,Eliminated Week 10,4,6,18.0,9.68,11
8,Shawn Johnson,Mark Ballas,Athlete,Iowa,United States,17,1st Place,1,6,26.0,13.98,11
8,Steve Wozniak,Karina Smirnoff,Entrepreneur,California,United States,58,Eliminated Week 4,10,6,0.0,0.0,11
8,Belinda Carlisle,Jonathan Roberts,Singer/Rapper,California,United States,50,Eliminated Week 2,13,6,0.0,0.0,11
8,Chuck Wicks,Julianne Hough,Singer/Rapper,Delaware,United States,29,Eliminated Week 8,6,6,23.0,12.37,11
8,Lil' Kim,Derek Hough,Singer/Rapper,New York,United States,34,Eliminated Week 9,5,6,28.0,15.05,11
8,Steve-O,Lacey Schwimmer,TV Personality,,England,34,Eliminated Week 6,8,6,16.0,8.6,11
8,Holly Madison,Dmitry Chaplin,TV Personality,Oregon,United States,30,Eliminated Week 4,11,6,0.0,0.0,11
8,Melissa Rycroft,Tony Dovolani,TV Personality,Texas,United States,26,3rd Place,3,6,27.0,14.52,11
8,Gilles Marini,Cheryl Burke,Actor/Actress,,France,33,2nd Place,2,7,27.0,14.84,11
8,Denise Richards,Maksim Chmerkoskiy,Actor/Actress,Illinois,United States,38,Eliminated Week 3,12,7,0.0,0.0,11
8,David Alan Grier,Kym Johnson,Actor/Actress,Michigan,United States,52,Eliminated Week 5,9,7,0.0,0.0,11
8,Lawrence Taylor,Edyta Sliwinska,Athlete,Virginia,United States,50,Eliminated Week 7,7,7,21.0,11.54,11
8,Ty Murray,Chelsie Hightower,Athlete,Arizona,United States,39,Eliminated Week 10,4,7,24.0,13.19,11
8,Shawn Johnson,Mark Ballas,Athlete,Iowa,United States,17,1st Place,1,7,28.0,15.38,11
8,Steve Wozniak,Karina Smirnoff,Entrepreneur,California,United States,58,Eliminated Week 4,10,7,0.0,0.0,11
8,Belinda Carlisle,Jonathan Roberts,Singer/Rapper,California,United States,50,Eliminated Week 2,13,7,0.0,0.0,11
8,Chuck Wicks,Julianne Hough,Singer/Rapper,Delaware,United States,29,Eliminated Week 8,6,7,27.0,14.84,11
8,Lil' Kim,Derek Hough,Singer/Rapper,New York,United States,34,Eliminated Week 9,5,7,26.0,14.29,11
8,Steve-O,Lacey Schwimmer,TV Personality,,England,34,Eliminated Week 6,8,7,0.0,0.0,11
8,Holly Madison,Dmitry Chaplin,TV Personality,Oregon,United States,30,Eliminated Week 4,11,7,0.0,0.0,11
8,Melissa Rycroft,Tony Dovolani,TV Personality,Texas,United States,26,3rd Place,3,7,29.0,15.93,11
8,Gilles Marini,Cheryl Burke,Actor/Actress,,France,33,2nd Place,2,8,27.5,17.63,11
8,Denise Richards,Maksim Chmerkoskiy,Actor/Actress,Illinois,United States,38,Eliminated Week 3,12,8,0.0,0.0,11
8,David Alan Grier,Kym Johnson,Actor/Actress,Michigan,United States,52,Eliminated Week 5,9,8,0.0,0.0,11
8,Lawrence Taylor,Edyta Sliwinska,Athlete,Virginia,United States,50,Eliminated Week 7,7,8,0.0,0.0,11
8,Ty Murray,Chelsie Hightower,Athlete,Arizona,United States,39,Eliminated Week 10,4,8,26.0,16.67,11
8,Shawn Johnson,Mark Ballas,Athlete,Iowa,United States,17,1st Place,1,8,26.0,16.67,11
8,Steve Wozniak,Karina Smirnoff,Entrepreneur,California,United States,58,Eliminated Week 4,10,8,0.0,0.0,11
8,Belinda Carlisle,Jonathan Roberts,Singer/Rapper,California,United States,50,Eliminated Week 2,13,8,0.0,0.0,11
8,Chuck Wicks,Julianne Hough,Singer/Rapper,Delaware,United States,29,Eliminated Week 8,6,8,25.5,16.35,11
8,Lil' Kim,Derek Hough,Singer/Rapper,New York,United States,34,Eliminated Week 9,5,8,28.0,17.95,11
8,Steve-O,Lacey Schwimmer,TV Personality,,England,34,Eliminated Week 6,8,8,0.0,0.0,11
8,Holly Madison,Dmitry Chaplin,TV Personality,Oregon,United States,30,Eliminated Week 4,11,8,0.0,0.0,11
8,Melissa Rycroft,Tony Dovolani,TV Personality,Texas,United States,26,3rd Place,3,8,23.0,14.74,11
8,Gilles Marini,Cheryl Burke,Actor/Actress,,France,33,2nd Place,2,9,28.0,20.97,11
8,Denise Richards,Maksim Chmerkoskiy,Actor/Actress,Illinois,United States,38,Eliminated Week 3,12,9,0.0,0.0,11
8,David Alan Grier,Kym Johnson,Actor/Actress,Michigan,United States,52,Eliminated Week 5,9,9,0.0,0.0,11
8,Lawrence Taylor,Edyta Sliwinska,Athlete,Virginia,United States,50,Eliminated Week 7,7,9,0.0,0.0,11
8,Ty Murray,Chelsie Hightower,Athlete,Arizona,United States,39,Eliminated Week 10,4,9,23.0,17.23,11
8,Shawn Johnson,Mark Ballas,Athlete,Iowa,United States,17,1st Place,1,9,28.0,20.97,11
8,Steve Wozniak,Karina Smirnoff,Entrepreneur,California,United States,58,Eliminated Week 4,10,9,0.0,0.0,11
8,Belinda Carlisle,Jonathan Roberts,Singer/Rapper,California,United States,50,Eliminated Week 2,13,9,0.0,0.0,11
8,Chuck Wicks,Julianne Hough,Singer/Rapper,Delaware,United States,29,Eliminated Week 8,6,9,0.0,0.0,11
8,Lil' Kim,Derek Hough,Singer/Rapper,New York,United States,34,Eliminated Week 9,5,9,26.0,19.48,11
8,Steve-O,Lacey Schwimmer,TV Personality,,England,34,Eliminated Week 6,8,9,0.0,0.0,11
8,Holly Madison,Dmitry Chaplin,TV Personality,Oregon,United States,30,Eliminated Week 4,11,9,0.0,0.0,11
8,Melissa Rycroft,Tony Dovolani,TV Personality,Texas,United States,26,3rd Place,3,9,28.5,21.35,11
8,Gilles Marini,Cheryl Burke,Actor/Actress,,France,33,2nd Place,2,10,30.0,27.4,11
8,Denise Richards,Maksim Chmerkoskiy,Actor/Actress,Illinois,United States,38,Eliminated Week 3,12,10,0.0,0.0,11
8,David Alan Grier,Kym Johnson,Actor/Actress,Michigan,United States,52,Eliminated Week 5,9,10,0.0,0.0,11
8,Lawrence Taylor,Edyta Sliwinska,Athlete,Virginia,United States,50,Eliminated Week 7,7,10,0.0,0.0,11
8,Ty Murray,Chelsie Hightower,Athlete,Arizona,United States,39,Eliminated Week 10,4,10,24.0,21.92,11
8,Shawn Johnson,Mark Ballas,Athlete,Iowa,United States,17,1st Place,1,10,28.0,25.57,11
8,Steve Wozniak,Karina Smirnoff,Entrepreneur,California,United States,58,Eliminated Week 4,10,10,0.0,0.0,11
8,Belinda Carlisle,Jonathan Roberts,Singer/Rapper,California,United States,50,Eliminated Week 2,13,10,0.0,0.0,11
8,Chuck Wicks,Julianne Hough,Singer/Rapper,Delaware,United States,29,Eliminated Week 8,6,10,0.0,0.0,11
8,Lil' Kim,Derek Hough,Singer/Rapper,New York,United States,34,Eliminated Week 9,5,10,0.0,0.0,11
8,Steve-O,Lacey Schwimmer,TV Personality,,England,34,Eliminated Week 6,8,10,0.0,0.0,11
8,Holly Madison,Dmitry Chaplin,TV Personality,Oregon,United States,30,Eliminated Week 4,11,10,0.0,0.0,11
8,Melissa Rycroft,Tony Dovolani,TV Personality,Texas,United States,26,3rd Place,3,10,27.5,25.11,11
8,Gilles Marini,Cheryl Burke,Actor/Actress,,France,33,2nd Place,2,11,29.0,33.14,11
8,Denise Richards,Maksim Chmerkoskiy,Actor/Actress,Illinois,United States,38,Eliminated Week 3,12,11,0.0,0.0,11
8,David Alan Grier,Kym Johnson,Actor/Actress,Michigan,United States,52,Eliminated Week 5,9,11,0.0,0.0,11
8,Lawrence Taylor,Edyta Sliwinska,Athlete,Virginia,United States,50,Eliminated Week 7,7,11,0.0,0.0,11
8,Ty Murray,Chelsie Hightower,Athlete,Arizona,United States,39,Eliminated Week 10,4,11,0.0,0.0,11
8,Shawn Johnson,Mark Ballas,Athlete,Iowa,United States,17,1st Place,1,11,30.0,34.29,11
8,Steve Wozniak,Karina Smirnoff,Entrepreneur,California,United States,58,Eliminated Week 4,10,11,0.0,0.0,11
8,Belinda Carlisle,Jonathan Roberts,Singer/Rapper,California,United States,50,Eliminated Week 2,13,11,0.0,0.0,11
8,Chuck Wicks,Julianne Hough,Singer/Rapper,Delaware,United States,29,Eliminated Week 8,6,11,0.0,0.0,11
8,Lil' Kim,Derek Hough,Singer/Rapper,New York,United States,34,Eliminated Week 9,5,11,0.0,0.0,11
8,Steve-O,Lacey Schwimmer,TV Personality,,England,34,Eliminated Week 6,8,11,0.0,0.0,11
8,Holly Madison,Dmitry Chaplin,TV Personality,Oregon,United States,30,Eliminated Week 4,11,11,0.0,0.0,11
8,Melissa Rycroft,Tony Dovolani,TV Personality,Texas,United States,26,3rd Place,3,11,28.5,32.57,11
9,Ashley Hamiliton,Edyta Sliwinska,Actor/Actress,California,United States,34,Eliminated Week 1,16,1,18.9999,4.68,10
9,Debi Mazar,Maksim Chmerkoskiy,Actor/Actress,New York,United States,45,Eliminated Week 3,12,1,22.0,5.42,10
9,Melissa Joan Hart,Mark Ballas,Actor/Actress,New York,United States,33,Eliminated Week 6,9,1,24.0,5.91,10
9,Mark Dacascos,Lacey Schwimmer,Actor/Actress,Hawaii,United States,45,Eliminated Week 7,6,1,28.9998,7.14,10
9,Chuck Liddell,Anna Trebunskaya,Athlete,California,United States,39,Eliminated Week 4,11,1,22.0,5.42,10
9,Natalie Coughlin,Alec Mazo,Athlete,California,United States,27,Eliminated Week 5,10,1,26.9998,6.65,10
9,Louie Vito,Chelsie Hightower,Athlete,Ohio,United States,21,Eliminated Week 6,8,1,26.9998,6.65,10
9,Michael Irvin,Anna Demidova,Athlete,Florida,United States,43,Eliminated Week 7,7,1,19.0,4.68,10
9,Joanna Krupa,Derek Hough,Model,,Poland,30,Eliminated Week 9,4,1,33.9999,8.37,10
9,Kathy Ireland,Tony Dovolani,Model,California,United States,46,Eliminated Week 2,14,1,19.9999,4.93,10
9,Tom DeLay,Cheryl Burke,Politician,Texas,United States,62,Withdrew,13,1,19.9999,4.93,10
9,Macy Gray,Jonathan Roberts,Singer/Rapper,Ohio,United States,42,Eliminated Week 1,15,1,18.9999,4.68,10
9,Aaron Carter,Karina Smirnoff,Singer/Rapper,Florida,United States,21,Eliminated Week 8,5,1,31.9999,7.88,10
9,Mya,Dmitry Chaplin,Singer/Rapper,Washington D.C.,United States,29,2nd Place,2,1,30.9999,7.64,10
9,Donny Osmond,Kym Johnson,Singer/Rapper,Utah,United States,51,1st Place,1,1,29.9999,7.39,10
9,Kelly Osbourne,Louis van Amstel,TV Personality,,England,24,3rd Place,3,1,30.9998,7.64,10
9,Ashley Hamiliton,Edyta Sliwinska,Actor/Actress,California,United States,34,Eliminated Week 1,16,2,0.0,0.0,10
9,Debi Mazar,Maksim Chmerkoskiy,Actor/Actress,New York,United States,45,Eliminated Week 3,12,2,21.0,7.14,10
9,Melissa Joan Hart,Mark Ballas,Actor/Actress,New York,United States,33,Eliminated Week 6,9,2,19.0,6.46,10
9,Mark Dacascos,Lacey Schwimmer,Actor/Actress,Hawaii,United States,45,Eliminated Week 7,6,2,21.0,7.14,10
9,Chuck Liddell,Anna Trebunskaya,Athlete,California,United States,39,Eliminated Week 4,11,2,19.0,6.46,10
9,Natalie Coughlin,Alec Mazo,Athlete,California,United States,27,Eliminated Week 5,10,2,21.0,7.14,10
9,Louie Vito,Chelsie Hightower,Athlete,Ohio,United States,21,Eliminated Week 6,8,2,19.0,6.46,10
9,Michael Irvin,Anna Demidova,Athlete,Florida,United States,43,Eliminated Week 7,7,2,20.0,6.8,10
9,Joanna Krupa,Derek Hough,Model,,Poland,30,Eliminated Week 9,4,2,20.0,6.8,10
9,Kathy Ireland,Tony Dovolani,Model,California,United States,46,Eliminated Week 2,14,2,18.0,6.12,10
9,Tom DeLay,Cheryl Burke,Politician,Texas,United States,62,Withdrew,13,2,18.0,6.12,10
9,Macy Gray,Jonathan Roberts,Singer/Rapper,Ohio,United States,42,Eliminated Week 1,15,2,0.0,0.0,10
9,Aaron Carter,Karina Smirnoff,Singer/Rapper,Florida,United States,21,Eliminated Week 8,5,2,27.0,9.18,10
9,Mya,Dmitry Chaplin,Singer/Rapper,Washington D.C.,United States,29,2nd Place,2,2,27.0,9.18,10
9,Donny Osmond,Kym Johnson,Singer/Rapper,Utah,United States,51,1st Place,1,2,25.0,8.5,10
9,Kelly Osbourne,Louis van Amstel,TV Personality,,England,24,3rd Place,3,2,19.0,6.46,10
9,Ashley Hamiliton,Edyta Sliwinska,Actor/Actress,California,United States,34,Eliminated Week 1,16,3,0.0,0.0,10
9,Debi Mazar,Maksim Chmerkoskiy,Actor/Actress,New York,United States,45,Eliminated Week 3,12,3,17.0,6.59,10
9,Melissa Joan Hart,Mark Ballas,Actor/Actress,New York,United States,33,Eliminated Week 6,9,3,19.0,7.36,10
9,Mark Dacascos,Lacey Schwimmer,Actor/Actress,Hawaii,United States,45,Eliminated Week 7,6,3,18.0,6.98,10
9,Chuck Liddell,Anna Trebunskaya,Athlete,California,United States,39,Eliminated Week 4,11,3,17.0,6.59,10
9,Natalie Coughlin,Alec Mazo,Athlete,California,United States,27,Eliminated Week 5,10,3,26.0,10.08,10
9,Louie Vito,Chelsie Hightower,Athlete,Ohio,United States,21,Eliminated Week 6,8,3,20.0,7.75,10
9,Michael Irvin,Anna Demidova,Athlete,Florida,United States,43,Eliminated Week 7,7,3,14.0,5.43,10
9,Joanna Krupa,Derek Hough,Model,,Poland,30,Eliminated Week 9,4,3,23.0,8.91,10
9,Kathy Ireland,Tony Dovolani,Model,California,United States,46,Eliminated Week 2,14,3,0.0,0.0,10
9,Tom DeLay,Cheryl Burke,Politician,Texas,United States,62,Withdrew,13,3,15.0,5.81,10
9,Macy Gray,Jonathan Roberts,Singer/Rapper,Ohio,United States,42,Eliminated Week 1,15,3,0.0,0.0,10
9,Aaron Carter,Karina Smirnoff,Singer/Rapper,Florida,United States,21,Eliminated Week 8,5,3,21.0,8.14,10
9,Mya,Dmitry Chaplin,Singer/Rapper,Washington D.C.,United States,29,2nd Place,2,3,27.0,10.47,10
9,Donny Osmond,Kym Johnson,Singer/Rapper,Utah,United States,51,1st Place,1,3,21.0,8.14,10
9,Kelly Osbourne,Louis van Amstel,TV Personality,,England,24,3rd Place,3,3,20.0,7.75,10
9,Ashley Hamiliton,Edyta Sliwinska,Actor/Actress,California,United States,34,Eliminated Week 1,16,4,0.0,0.0,10
9,Debi Mazar,Maksim Chmerkoskiy,Actor/Actress,New York,United States,45,Eliminated Week 3,12,4,0.0,0.0,10
9,Melissa Joan Hart,Mark Ballas,Actor/Actress,New York,United States,33,Eliminated Week 6,9,4,28.0,11.57,10
9,Mark Dacascos,Lacey Schwimmer,Actor/Actress,Hawaii,United States,45,Eliminated Week 7,6,4,22.0,9.09,10
9,Chuck Liddell,Anna Trebunskaya,Athlete,California,United States,39,Eliminated Week 4,11,4,17.0,7.02,10
9,Natalie Coughlin,Alec Mazo,Athlete,California,United States,27,Eliminated Week 5,10,4,24.0,9.92,10
9,Louie Vito,Chelsie Hightower,Athlete,Ohio,United States,21,Eliminated Week 6,8,4,16.0,6.61,10
9,Michael Irvin,Anna Demidova,Athlete,Florida,United States,43,Eliminated Week 7,7,4,16.0,6.61,10
9,Joanna Krupa,Derek Hough,Model,,Poland,30,Eliminated Week 9,4,4,26.0,10.74,10
9,Kathy Ireland,Tony Dovolani,Model,California,United States,46,Eliminated Week 2,14,4,0.0,0.0,10
9,Tom DeLay,Cheryl Burke,Politician,Texas,United States,62,Withdrew,13,4,0.0,0.0,10
9,Macy Gray,Jonathan Roberts,Singer/Rapper,Ohio,United States,42,Eliminated Week 1,15,4,0.0,0.0,10
9,Aaron Carter,Karina Smirnoff,Singer/Rapper,Florida,United States,21,Eliminated Week 8,5,4,18.0,7.44,10
9,Mya,Dmitry Chaplin,Singer/Rapper,Washington D.C.,United States,29,2nd Place,2,4,28.0,11.57,10
9,Donny Osmond,Kym Johnson,Singer/Rapper,Utah,United States,51,1st Place,1,4,24.0,9.92,10
9,Kelly Osbourne,Louis van Amstel,TV Personality,,England,24,3rd Place,3,4,23.0,9.5,10
9,Ashley Hamiliton,Edyta Sliwinska,Actor/Actress,California,United States,34,Eliminated Week 1,16,5,0.0,0.0,10
9,Debi Mazar,Maksim Chmerkoskiy,Actor/Actress,New York,United States,45,Eliminated Week 3,12,5,0.0,0.0,10
9,Melissa Joan Hart,Mark Ballas,Actor/Actress,New York,United States,33,Eliminated Week 6,9,5,23.0,9.5,10
9,Mark Dacascos,Lacey Schwimmer,Actor/Actress,Hawaii,United States,45,Eliminated Week 7,6,5,26.0,10.74,10
9,Chuck Liddell,Anna Trebunskaya,Athlete,California,United States,39,Eliminated Week 4,11,5,0.0,0.0,10
9,Natalie Coughlin,Alec Mazo,Athlete,California,United States,27,Eliminated Week 5,10,5,22.0,9.09,10
9,Louie Vito,Chelsie Hightower,Athlete,Ohio,United States,21,Eliminated Week 6,8,5,22.0,9.09,10
9,Michael Irvin,Anna Demidova,Athlete,Florida,United States,43,Eliminated Week 7,7,5,21.0,8.68,10
9,Joanna Krupa,Derek Hough,Model,,Poland,30,Eliminated Week 9,4,5,24.0,9.92,10
9,Kathy Ireland,Tony Dovolani,Model,California,United States,46,Eliminated Week 2,14,5,0.0,0.0,10
9,Tom DeLay,Cheryl Burke,Politician,Texas,United States,62,Withdrew,13,5,0.0,0.0,10
9,Macy Gray,Jonathan Roberts,Singer/Rapper,Ohio,United States,42,Eliminated Week 1,15,5,0.0,0.0,10
9,Aaron Carter,Karina Smirnoff,Singer/Rapper,Florida,United States,21,Eliminated Week 8,5,5,24.0,9.92,10
9,Mya,Dmitry Chaplin,Singer/Rapper,Washington D.C.,United States,29,2nd Place,2,5,27.0,11.16,10
9,Donny Osmond,Kym Johnson,Singer/Rapper,Utah,United States,51,1st Place,1,5,29.0,11.98,10
9,Kelly Osbourne,Louis van Amstel,TV Personality,,England,24,3rd Place,3,5,24.0,9.92,10
9,Ashley Hamiliton,Edyta Sliwinska,Actor/Actress,California,United States,34,Eliminated Week 1,16,6,0.0,0.0,10
9,Debi Mazar,Maksim Chmerkoskiy,Actor/Actress,New York,United States,45,Eliminated Week 3,12,6,0.0,0.0,10
9,Melissa Joan Hart,Mark Ballas,Actor/Actress,New York,United States,33,Eliminated Week 6,9,6,23.9999,9.23,10
9,Mark Dacascos,Lacey Schwimmer,Actor/Actress,Hawaii,United States,45,Eliminated Week 7,6,6,32.0,12.31,10
9,Chuck Liddell,Anna Trebunskaya,Athlete,California,United States,39,Eliminated Week 4,11,6,0.0,0.0,10
9,Natalie Coughlin,Alec Mazo,Athlete,California,United States,27,Eliminated Week 5,10,6,0.0,0.0,10
9,Louie Vito,Chelsie Hightower,Athlete,Ohio,United States,21,Eliminated Week 6,8,6,24.0,9.23,10
9,Michael Irvin,Anna Demidova,Athlete,Florida,United States,43,Eliminated Week 7,7,6,21.9998,8.46,10
9,Joanna Krupa,Derek Hough,Model,,Poland,30,Eliminated Week 9,4,6,35.9999,13.85,10
9,Kathy Ireland,Tony Dovolani,Model,California,United States,46,Eliminated Week 2,14,6,0.0,0.0,10
