season,week,celebrity,total_score,avg_score,placement,results,n_judges,,,,season,week,celebrity,vote_pct
13,5,Hope Solo,24,8,4,Eliminated Week 9,3,,,,13,4,Ricki Lake,0.10900620075578084
13,6,Hope Solo,20,6.666666666666667,4,Eliminated Week 9,3,,,,13,4,J.R. Martinez,0.11885349499529468
13,7,Hope Solo,25,8.333333333333334,4,Eliminated Week 9,3,,,,13,4,Hope Solo,0.12224100553672303
13,8,Hope Solo,26,8.666666666666666,4,Eliminated Week 9,3,,,,13,4,Chynna Phillips,0.03271848152795495
13,9,Hope Solo,24.4998,8.1666,4,Eliminated Week 9,3,,,,13,4,Carson Kressley,0.12638929757995665
13,1,Chynna Phillips,22,7.333333333333333,9,Eliminated Week 4,3,,,,13,4,Chaz Bono,0.12596281032951315
13,2,Chynna Phillips,21,7,9,Eliminated Week 4,3,,,,13,4,Nancy Grace,0.12817673499965682
13,3,Chynna Phillips,26,8.666666666666666,9,Eliminated Week 4,3,,,,13,4,Rob Kardashian,0.1147252717622007
13,4,Chynna Phillips,21,7,9,Eliminated Week 4,3,,,,13,5,David Arquette,0.1365039929836417
13,1,Kristin Cavallari,19,6.333333333333333,10,Eliminated Week 3,3,,,,13,5,Ricki Lake,0.134834851974467
13,2,Kristin Cavallari,22,7.333333333333333,10,Eliminated Week 3,3,,,,13,5,J.R. Martinez,0.13335612595538954
13,3,Kristin Cavallari,24,8,10,Eliminated Week 3,3,,,,13,5,Hope Solo,0.14043215044705512
13,1,Carson Kressley,17,5.666666666666667,8,Eliminated Week 5,3,,,,13,5,Carson Kressley,0.04173572582088747
13,2,Carson Kressley,18,6,8,Eliminated Week 5,3,,,,13,5,Chaz Bono,0.14425377059271136
13,3,Carson Kressley,23,7.666666666666667,8,Eliminated Week 5,3,,,,13,5,Nancy Grace,0.13625671463756217
13,4,Carson Kressley,20,6.666666666666667,8,Eliminated Week 5,3,,,,13,5,Rob Kardashian,0.13262666758828565
13,5,Carson Kressley,19,6.333333333333333,8,Eliminated Week 5,3,,,,13,6,David Arquette,0.16173566434186107
13,1,Chaz Bono,17,5.666666666666667,7,Eliminated Week 6,3,,,,13,6,Ricki Lake,0.1473230390451247
13,2,Chaz Bono,17,5.666666666666667,7,Eliminated Week 6,3,,,,13,6,J.R. Martinez,0.15023159334779396
13,3,Chaz Bono,18,6,7,Eliminated Week 6,3,,,,13,6,Hope Solo,0.1666780523240604
13,4,Chaz Bono,21,7,7,Eliminated Week 6,3,,,,13,6,Chaz Bono,0.05588801062195451
13,5,Chaz Bono,21,7,7,Eliminated Week 6,3,,,,13,6,Nancy Grace,0.16543148245166817
13,6,Chaz Bono,19,6.333333333333333,7,Eliminated Week 6,3,,,,13,6,Rob Kardashian,0.15271215786753717
13,1,Nancy Grace,16,5.333333333333333,5,Eliminated Week 8,3,,,,13,7,David Arquette,0.05320003509413612
13,2,Nancy Grace,21,7,5,Eliminated Week 8,3,,,,13,7,Ricki Lake,0.18876905538896116
13,3,Nancy Grace,21,7,5,Eliminated Week 8,3,,,,13,7,J.R. Martinez,0.18235463981902456
13,4,Nancy Grace,21,7,5,Eliminated Week 8,3,,,,13,7,Hope Solo,0.18932545484127708
13,5,Nancy Grace,22,7.333333333333333,5,Eliminated Week 8,3,,,,13,7,Nancy Grace,0.1955669868149317
13,6,Nancy Grace,24,8,5,Eliminated Week 8,3,,,,13,7,Rob Kardashian,0.19078382804166927
13,7,Nancy Grace,22,7.333333333333333,5,Eliminated Week 8,3,,,,13,8,Ricki Lake,0.2322585975128881
13,8,Nancy Grace,22,7.333333333333333,5,Eliminated Week 8,3,,,,13,8,J.R. Martinez,0.21718713936212994
13,1,Rob Kardashian,16,5.333333333333333,2,2nd Place,3,,,,13,8,Hope Solo,0.23826323549600062
13,2,Rob Kardashian,21,7,2,2nd Place,3,,,,13,8,Nancy Grace,0.08165551802342166
13,3,Rob Kardashian,24,8,2,2nd Place,3,,,,13,8,Rob Kardashian,0.23063550960555967
13,4,Rob Kardashian,24,8,2,2nd Place,3,,,,13,9,Ricki Lake,0.282411361250195
13,5,Rob Kardashian,25,8.333333333333334,2,2nd Place,3,,,,13,9,J.R. Martinez,0.3050663012613069
13,6,Rob Kardashian,22,7.333333333333333,2,2nd Place,3,,,,13,9,Hope Solo,0.11608616307875703
13,7,Rob Kardashian,25.5,8.5,2,2nd Place,3,,,,13,9,Rob Kardashian,0.296436174409741
13,8,Rob Kardashian,25.5,8.5,2,2nd Place,3,,,,13,10,Ricki Lake,0.21126760563380279
13,9,Rob Kardashian,32.4998,10.833266666666667,2,2nd Place,3,,,,13,10,J.R. Martinez,0.4929577464788732
13,10,Rob Kardashian,28.333199999999998,9.4444,2,2nd Place,3,,,,13,10,Rob Kardashian,0.29577464788732394
14,1,William Levy,24,8,3,3rd Place,3,,,,14,1,William Levy,0.11298835142402508
14,2,William Levy,25,8.333333333333334,3,3rd Place,3,,,,14,1,Jack Wagner,0.034387759129051114
14,3,William Levy,28,9.333333333333334,3,3rd Place,3,,,,14,1,Sherri Sheperd,0.03766278380800836
14,4,William Levy,22,7.333333333333333,3,3rd Place,3,,,,14,1,Jaleel White,0.05272789733121171
14,5,William Levy,29,9.666666666666666,3,3rd Place,3,,,,14,1,Roshon Fegan,0.06083988153601351
14,6,William Levy,36,12,3,3rd Place,3,,,,14,1,Melissa Gilbert,0.07190167817892505
14,7,William Levy,26.5,8.833333333333334,3,3rd Place,3,,,,14,1,Martina Navratilova,0.03163673839872702
14,8,William Levy,28.5,9.5,3,3rd Place,3,,,,14,1,Donald Driver,0.2636394866560585
14,9,William Levy,29,9.666666666666666,3,3rd Place,3,,,,14,1,Gavin DeGraw,0.041627287366746084
14,10,William Levy,29.666600000000003,9.888866666666667,3,3rd Place,3,,,,14,1,Gladys Knight,0.04652461529224562
14,1,Jack Wagner,23,7.666666666666667,11,Eliminated Week 3,3,,,,14,1,Katherine Jenkins,0.15818369199363513
14,2,Jack Wagner,21,7,11,Eliminated Week 3,3,,,,14,1,Maria Menounos,0.08787982888535284
14,3,Jack Wagner,24,8,11,Eliminated Week 3,3,,,,14,2,William Levy,0.08684069061909686
14,1,Sherri Sheperd,23,7.666666666666667,10,Eliminated Week 4,3,,,,14,2,Jack Wagner,0.08853059371537465
14,2,Sherri Sheperd,23,7.666666666666667,10,Eliminated Week 4,3,,,,14,2,Sherri Sheperd,0.08734652307488955
14,3,Sherri Sheperd,24,8,10,Eliminated Week 4,3,,,,14,2,Jaleel White,0.0947025441838477
14,4,Sherri Sheperd,21,7,10,Eliminated Week 4,3,,,,14,2,Roshon Fegan,0.08831340850159956
14,1,Jaleel White,26,8.666666666666666,7,Eliminated Week 7,3,,,,14,2,Melissa Gilbert,0.08894809275475525
14,2,Jaleel White,22,7.333333333333333,7,Eliminated Week 7,3,,,,14,2,Martina Navratilova,0.0263683832960652
14,3,Jaleel White,25,8.333333333333334,7,Eliminated Week 7,3,,,,14,2,Donald Driver,0.08348866685896546
14,4,Jaleel White,22,7.333333333333333,7,Eliminated Week 7,3,,,,14,2,Gavin DeGraw,0.09050729196472741
14,5,Jaleel White,24,8,7,Eliminated Week 7,3,,,,14,2,Gladys Knight,0.0953201189500062
14,6,Jaleel White,36.9998,12.333266666666667,7,Eliminated Week 7,3,,,,14,2,Katherine Jenkins,0.0877132269342386
14,7,Jaleel White,25.5,8.5,7,Eliminated Week 7,3,,,,14,2,Maria Menounos,0.08192045914643359
14,1,Roshon Fegan,23,7.666666666666667,6,Eliminated Week 8,3,,,,14,3,William Levy,0.09620001382094108
14,2,Roshon Fegan,26,8.666666666666666,6,Eliminated Week 8,3,,,,14,3,Jack Wagner,0.021458635233445468
14,3,Roshon Fegan,25,8.333333333333334,6,Eliminated Week 8,3,,,,14,3,Sherri Sheperd,0.09524898267319619
14,4,Roshon Fegan,26,8.666666666666666,6,Eliminated Week 8,3,,,,14,3,Jaleel White,0.10174281921044707
14,5,Roshon Fegan,26,8.666666666666666,6,Eliminated Week 8,3,,,,14,3,Roshon Fegan,0.09969064398592781
14,6,Roshon Fegan,27.9998,9.333266666666667,6,Eliminated Week 8,3,,,,14,3,Melissa Gilbert,0.1002683494199829
14,7,Roshon Fegan,26,8.666666666666666,6,Eliminated Week 8,3,,,,14,3,Donald Driver,0.09700562591560953
14,8,Roshon Fegan,28,9.333333333333334,6,Eliminated Week 8,3,,,,14,3,Gavin DeGraw,0.10553771046334126
14,1,Melissa Gilbert,20,6.666666666666667,5,Eliminated Week 8,3,,,,14,3,Gladys Knight,0.0982045083911642
14,2,Melissa Gilbert,20,6.666666666666667,5,Eliminated Week 8,3,,,,14,3,Katherine Jenkins,0.08930391243747106
14,3,Melissa Gilbert,24,8,5,Eliminated Week 8,3,,,,14,3,Maria Menounos,0.09533879844847352
14,4,Melissa Gilbert,22,7.333333333333333,5,Eliminated Week 8,3,,,,14,4,William Levy,0.11267518223400257
14,5,Melissa Gilbert,21,7,5,Eliminated Week 8,3,,,,14,4,Sherri Sheperd,0.027124752948649418
14,6,Melissa Gilbert,30,10,5,Eliminated Week 8,3,,,,14,4,Jaleel White,0.11361300707527829
14,7,Melissa Gilbert,23.5,7.833333333333333,5,Eliminated Week 8,3,,,,14,4,Roshon Fegan,0.10303573559200276
14,8,Melissa Gilbert,25.5,8.5,5,Eliminated Week 8,3,,,,14,4,Melissa Gilbert,0.10597828591017763
14,1,Martina Navratilova,20,6.666666666666667,12,Eliminated Week 2,3,,,,14,4,Donald Driver,0.10989798835241835
14,2,Martina Navratilova,17,5.666666666666667,12,Eliminated Week 2,3,,,,14,4,Gavin DeGraw,0.10638554388152978
14,1,Donald Driver,21,7,1,1st Place,3,,,,14,4,Gladys Knight,0.111488697937041
14,2,Donald Driver,24,8,1,1st Place,3,,,,14,4,Katherine Jenkins,0.10708443014838477
14,3,Donald Driver,26,8.666666666666666,1,1st Place,3,,,,14,4,Maria Menounos,0.10271637592051547
14,4,Donald Driver,27,9,1,1st Place,3,,,,14,5,William Levy,0.11126172621676124
14,5,Donald Driver,27,9,1,1st Place,3,,,,14,5,Jaleel White,0.1261390703865855
14,6,Donald Driver,33.9999,11.3333,1,1st Place,3,,,,14,5,Roshon Fegan,0.12192645827405467
14,7,Donald Driver,26.5,8.833333333333334,1,1st Place,3,,,,14,5,Melissa Gilbert,0.12025986271500697
14,8,Donald Driver,27.5,9.166666666666666,1,1st Place,3,,,,14,5,Donald Driver,0.11982740820902525
14,9,Donald Driver,28.5,9.5,1,1st Place,3,,,,14,5,Gavin DeGraw,0.0392032022362482
14,10,Donald Driver,29.666600000000003,9.888866666666667,1,1st Place,3,,,,14,5,Gladys Knight,0.12380524819124474
14,1,Gavin DeGraw,20,6.666666666666667,9,Eliminated Week 5,3,,,,14,5,Katherine Jenkins,0.1206443234201942
14,2,Gavin DeGraw,21,7,9,Eliminated Week 5,3,,,,14,5,Maria Menounos,0.11693270035087926
14,3,Gavin DeGraw,24,8,9,Eliminated Week 5,3,,,,14,6,William Levy,0.1354737188222056
14,4,Gavin DeGraw,23,7.666666666666667,9,Eliminated Week 5,3,,,,14,6,Jaleel White,0.13499696028992467
14,5,Gavin DeGraw,19,6.333333333333333,9,Eliminated Week 5,3,,,,14,6,Roshon Fegan,0.1367671867562463
14,1,Gladys Knight,23,7.666666666666667,8,Eliminated Week 6,3,,,,14,6,Melissa Gilbert,0.14777615377489176
14,2,Gladys Knight,19,6.333333333333333,8,Eliminated Week 6,3,,,,14,6,Donald Driver,0.1335986581772499
14,3,Gladys Knight,24,8,8,Eliminated Week 6,3,,,,14,6,Gladys Knight,0.04781178072083725
14,4,Gladys Knight,20,6.666666666666667,8,Eliminated Week 6,3,,,,14,6,Katherine Jenkins,0.1252106953579489
14,5,Gladys Knight,22,7.333333333333333,8,Eliminated Week 6,3,,,,14,6,Maria Menounos,0.13836484610069558
14,6,Gladys Knight,24,8,8,Eliminated Week 6,3,,,,14,7,William Levy,0.1522344225473394
14,1,Katherine Jenkins,26,8.666666666666666,2,2nd Place,3,,,,14,7,Jaleel White,0.04626166571657914
14,2,Katherine Jenkins,26,8.666666666666666,2,2nd Place,3,,,,14,7,Roshon Fegan,0.16156852283566878
14,3,Katherine Jenkins,29,9.666666666666666,2,2nd Place,3,,,,14,7,Melissa Gilbert,0.1645085578538739
14,4,Katherine Jenkins,24,8,2,2nd Place,3,,,,14,7,Donald Driver,0.15805775468418004
14,5,Katherine Jenkins,29,9.666666666666666,2,2nd Place,3,,,,14,7,Katherine Jenkins,0.15411788654053216
14,6,Katherine Jenkins,38.9999,12.999966666666666,2,2nd Place,3,,,,14,7,Maria Menounos,0.16325118982182657
14,7,Katherine Jenkins,27,9,2,2nd Place,3,,,,14,8,William Levy,0.17595522707859731
14,8,Katherine Jenkins,27.5,9.166666666666666,2,2nd Place,3,,,,14,8,Roshon Fegan,0.0473993275190085
14,9,Katherine Jenkins,28,9.333333333333334,2,2nd Place,3,,,,14,8,Melissa Gilbert,0.19843779183440974
14,10,Katherine Jenkins,30,10,2,2nd Place,3,,,,14,8,Donald Driver,0.19327468803826223
14,1,Maria Menounos,21,7,4,Eliminated Week 9,3,,,,14,8,Katherine Jenkins,0.1921379258568275
14,2,Maria Menounos,25,8.333333333333334,4,Eliminated Week 9,3,,,,14,8,Maria Menounos,0.1927950396728947
14,3,Maria Menounos,27,9,4,Eliminated Week 9,3,,,,14,9,William Levy,0.2947983962989678
14,4,Maria Menounos,26,8.666666666666666,4,Eliminated Week 9,3,,,,14,9,Donald Driver,0.30809316722460794
14,5,Maria Menounos,27,9,4,Eliminated Week 9,3,,,,14,9,Katherine Jenkins,0.2953685075406372
14,6,Maria Menounos,29.999899999999997,9.999966666666666,4,Eliminated Week 9,3,,,,14,9,Maria Menounos,0.10173992893578698
14,7,Maria Menounos,28.5,9.5,4,Eliminated Week 9,3,,,,14,10,William Levy,0.21126760563380279
14,8,Maria Menounos,26.5,8.833333333333334,4,Eliminated Week 9,3,,,,14,10,Donald Driver,0.4929577464788732
14,9,Maria Menounos,29.5,9.833333333333334,4,Eliminated Week 9,3,,,,14,10,Katherine Jenkins,0.29577464788732394
15,1,Gilles Marini,24,8,6,Eliminated Week 8,3,,,,15,1,Gilles Marini,0.06861144719717212
15,2,Gilles Marini,25.5,8.5,6,Eliminated Week 8,3,,,,15,1,Sabrina Bryan,0.07742198221421691
15,3,Gilles Marini,25.5,8.5,6,Eliminated Week 8,3,,,,15,1,Kirstie Alley,0.08901901154941502
15,4,Gilles Marini,39.5,9.875,6,Eliminated Week 8,4,,,,15,1,Kelly Monaco,0.08066147336870226
15,5,Gilles Marini,28.25,9.416666666666666,6,Eliminated Week 8,3,,,,15,1,Apolo Anton Ohno,0.09371925929339828
15,6,Gilles Marini,27.5,9.166666666666666,6,Eliminated Week 8,3,,,,15,1,Emmitt Smith,0.06828713010191294
15,7,Gilles Marini,33.4998,11.1666,6,Eliminated Week 8,3,,,,15,1,Shawn Johnson,0.09346537821163174
15,8,Gilles Marini,29.2777,9.759233333333333,6,Eliminated Week 8,3,,,,15,1,Pamela Anderson,0.02316285052271261
15,1,Sabrina Bryan,22.5,7.5,8,Eliminated Week 6,3,,,,15,1,Helio Castroneves,0.08604535251125721
15,2,Sabrina Bryan,26,8.666666666666666,8,Eliminated Week 6,3,,,,15,1,Joey Fatone,0.08157550168199523
15,3,Sabrina Bryan,25.5,8.5,8,Eliminated Week 6,3,,,,15,1,Drew Lachey,0.0796440817526159
15,4,Sabrina Bryan,35.5,8.875,8,Eliminated Week 6,4,,,,15,1,Bristol Palin,0.08000872202886256
15,5,Sabrina Bryan,29.25,9.75,8,Eliminated Week 6,3,,,,15,1,Melissa Rycroft,0.07837780956610721
15,6,Sabrina Bryan,30,10,8,Eliminated Week 6,3,,,,15,2,Gilles Marini,0.0867214859878293
15,1,Kirstie Alley,19,6.333333333333333,7,Eliminated Week 8,3,,,,15,2,Sabrina Bryan,0.08449329412666519
15,2,Kirstie Alley,21,7,7,Eliminated Week 8,3,,,,15,2,Kirstie Alley,0.0984879867000004
15,3,Kirstie Alley,24,8,7,Eliminated Week 8,3,,,,15,2,Kelly Monaco,0.09338679310522002
15,4,Kirstie Alley,30,7.5,7,Eliminated Week 8,4,,,,15,2,Apolo Anton Ohno,0.07553378242631686
15,5,Kirstie Alley,26.25,8.75,7,Eliminated Week 8,3,,,,15,2,Emmitt Smith,0.08433624283029276
15,6,Kirstie Alley,27.5,9.166666666666666,7,Eliminated Week 8,3,,,,15,2,Shawn Johnson,0.08632752003287887
15,7,Kirstie Alley,27.999899999999997,9.3333,7,Eliminated Week 8,3,,,,15,2,Helio Castroneves,0.09670846719624025
15,8,Kirstie Alley,25.5,8.5,7,Eliminated Week 8,3,,,,15,2,Joey Fatone,0.017929616603847783
15,1,Kelly Monaco,21.5,7.166666666666667,3,3rd Place,3,,,,15,2,Drew Lachey,0.0819443244921204
15,2,Kelly Monaco,22,7.333333333333333,3,3rd Place,3,,,,15,2,Bristol Palin,0.10495495970012256
15,3,Kelly Monaco,27,9,3,3rd Place,3,,,,15,2,Melissa Rycroft,0.0891755267984656
15,4,Kelly Monaco,37.5,9.375,3,3rd Place,4,,,,15,3,Gilles Marini,0.10615039153507115
15,5,Kelly Monaco,25.75,8.583333333333334,3,3rd Place,3,,,,15,3,Sabrina Bryan,0.10362857919779024
15,6,Kelly Monaco,27,9,3,3rd Place,3,,,,15,3,Kirstie Alley,0.10167468143502313
15,7,Kelly Monaco,36,12,3,3rd Place,3,,,,15,3,Kelly Monaco,0.08391159391251615
15,8,Kelly Monaco,28.3333,9.444433333333334,3,3rd Place,3,,,,15,3,Apolo Anton Ohno,0.09581597171717147
15,9,Kelly Monaco,27.110999999999997,9.036999999999999,3,3rd Place,3,,,,15,3,Emmitt Smith,0.10879664881906424
15,10,Kelly Monaco,29.1109,9.703633333333334,3,3rd Place,3,,,,15,3,Shawn Johnson,0.08743535837474563
15,1,Apolo Anton Ohno,22,7.333333333333333,5,Eliminated Week 9,3,,,,15,3,Helio Castroneves,0.020360237979466355
15,2,Apolo Anton Ohno,24.5,8.166666666666666,5,Eliminated Week 9,3,,,,15,3,Drew Lachey,0.1020948939514088
15,3,Apolo Anton Ohno,25.5,8.5,5,Eliminated Week 9,3,,,,15,3,Bristol Palin,0.10006000244160407
15,4,Apolo Anton Ohno,34.5,8.625,5,Eliminated Week 9,4,,,,15,3,Melissa Rycroft,0.09007164063613872
15,5,Apolo Anton Ohno,28.25,9.416666666666666,5,Eliminated Week 9,3,,,,15,4,Gilles Marini,0.11875064183025576
15,6,Apolo Anton Ohno,30,10,5,Eliminated Week 9,3,,,,15,4,Sabrina Bryan,0.113988754370236
15,7,Apolo Anton Ohno,33,11,5,Eliminated Week 9,3,,,,15,4,Kirstie Alley,0.12864564854186006
15,8,Apolo Anton Ohno,29.2777,9.759233333333333,5,Eliminated Week 9,3,,,,15,4,Kelly Monaco,0.11688363661634889
15,9,Apolo Anton Ohno,28.610999999999997,9.537,5,Eliminated Week 9,3,,,,15,4,Apolo Anton Ohno,0.12483002125851568
15,1,Emmitt Smith,24.5,8.166666666666666,4,Eliminated Week 9,3,,,,15,4,Emmitt Smith,0.12524179066946373
15,2,Emmitt Smith,22.5,7.5,4,Eliminated Week 9,3,,,,15,4,Shawn Johnson,0.11905658115154386
15,3,Emmitt Smith,25,8.333333333333334,4,Eliminated Week 9,3,,,,15,4,Bristol Palin,0.0335174160564789
15,4,Emmitt Smith,36,9,4,Eliminated Week 9,4,,,,15,4,Melissa Rycroft,0.1190855095052971
15,5,Emmitt Smith,28,9.333333333333334,4,Eliminated Week 9,3,,,,15,5,Gilles Marini,0.07118394593862991
15,6,Emmitt Smith,26.5,8.833333333333334,4,Eliminated Week 9,3,,,,15,5,Sabrina Bryan,0.05443478218836405
15,7,Emmitt Smith,34.4999,11.499966666666666,4,Eliminated Week 9,3,,,,15,5,Kirstie Alley,0.061692753146812586
15,8,Emmitt Smith,29.0554,9.685133333333333,4,Eliminated Week 9,3,,,,15,5,Kelly Monaco,0.13219875674316983
15,9,Emmitt Smith,27,9,4,Eliminated Week 9,3,,,,15,5,Apolo Anton Ohno,0.08412648156383534
15,1,Shawn Johnson,22,7.333333333333333,2,2nd Place,3,,,,15,5,Emmitt Smith,0.10282125524468763
15,2,Shawn Johnson,25,8.333333333333334,2,2nd Place,3,,,,15,5,Shawn Johnson,0.18507825944043776
15,3,Shawn Johnson,26.5,8.833333333333334,2,2nd Place,3,,,,15,5,Melissa Rycroft,0.3084637657340629
15,4,Shawn Johnson,39.5,9.875,2,2nd Place,4,,,,15,6,Gilles Marini,0.1365345511977137
15,5,Shawn Johnson,28.25,9.416666666666666,2,2nd Place,3,,,,15,6,Sabrina Bryan,0.029706759717211064
15,6,Shawn Johnson,28,9.333333333333334,2,2nd Place,3,,,,15,6,Kirstie Alley,0.15058845216906855
15,7,Shawn Johnson,37.9998,12.6666,2,2nd Place,3,,,,15,6,Kelly Monaco,0.14186943436349467
15,8,Shawn Johnson,27.8333,9.277766666666666,2,2nd Place,3,,,,15,6,Apolo Anton Ohno,0.13639989158813995
15,9,Shawn Johnson,29.5,9.833333333333334,2,2nd Place,3,,,,15,6,Emmitt Smith,0.1540852475520204
15,10,Shawn Johnson,28.9443,9.648100000000001,2,2nd Place,3,,,,15,6,Shawn Johnson,0.12538875369496363
15,1,Pamela Anderson,17,5.666666666666667,13,Eliminated Week 1,3,,,,15,6,Melissa Rycroft,0.12542690971738807
15,1,Helio Castroneves,21.5,7.166666666666667,10,Eliminated Week 3,3,,,,15,7,Gilles Marini,0.07528189975449194
15,2,Helio Castroneves,23,7.666666666666667,10,Eliminated Week 3,3,,,,15,7,Kirstie Alley,0.06524431312055967
15,3,Helio Castroneves,25.5,8.5,10,Eliminated Week 3,3,,,,15,7,Kelly Monaco,0.1398092424011993
15,1,Joey Fatone,20.5,6.833333333333333,12,Eliminated Week 2,3,,,,15,7,Apolo Anton Ohno,0.08896951789167229
15,2,Joey Fatone,22.5,7.5,12,Eliminated Week 2,3,,,,15,7,Emmitt Smith,0.10874052186759946
15,1,Drew Lachey,21.5,7.166666666666667,11,Eliminated Week 3,3,,,,15,7,Shawn Johnson,0.19573293936167904
15,2,Drew Lachey,22.5,7.5,11,Eliminated Week 3,3,,,,15,7,Melissa Rycroft,0.32622156560279836
15,3,Drew Lachey,24,8,11,Eliminated Week 3,3,,,,15,8,Gilles Marini,0.03676179278232238
15,1,Bristol Palin,19.5,6.5,9,Eliminated Week 4,3,,,,15,8,Kirstie Alley,0.16931890455913826
15,2,Bristol Palin,18,6,9,Eliminated Week 4,3,,,,15,8,Kelly Monaco,0.16707723437760183
15,3,Bristol Palin,22.5,7.5,9,Eliminated Week 4,3,,,,15,8,Apolo Anton Ohno,0.15064915528788264
15,4,Bristol Palin,32,8,9,Eliminated Week 4,4,,,,15,8,Emmitt Smith,0.16229817195459018
15,1,Melissa Rycroft,21,7,1,1st Place,3,,,,15,8,Shawn Johnson,0.1774296041918658
15,2,Melissa Rycroft,23.5,7.833333333333333,1,1st Place,3,,,,15,8,Melissa Rycroft,0.136465136846599
15,3,Melissa Rycroft,27,9,1,1st Place,3,,,,15,9,Kelly Monaco,0.23909230153415298
15,4,Melissa Rycroft,37,9.25,1,1st Place,4,,,,15,9,Apolo Anton Ohno,0.06949552052132635
15,5,Melissa Rycroft,28.25,9.416666666666666,1,1st Place,3,,,,15,9,Emmitt Smith,0.2335108173895747
15,6,Melissa Rycroft,29.5,9.833333333333334,1,1st Place,3,,,,15,9,Shawn Johnson,0.22161427429615466
15,7,Melissa Rycroft,38.9999,12.999966666666666,1,1st Place,3,,,,15,9,Melissa Rycroft,0.23628708625879127
15,8,Melissa Rycroft,30,10,1,1st Place,3,,,,15,10,Kelly Monaco,0.21126760563380279
15,9,Melissa Rycroft,28.7777,9.592566666666666,1,1st Place,3,,,,15,10,Shawn Johnson,0.29577464788732394
15,10,Melissa Rycroft,29.333099999999998,9.7777,1,1st Place,3,,,,15,10,Melissa Rycroft,0.4929577464788732
16,1,Ingo Rademacher,20,6.666666666666667,5,Eliminated Week 9,3,,,,16,1,Ingo Rademacher,0.07190167817892505
16,2,Ingo Rademacher,20,6.666666666666667,5,Eliminated Week 9,3,,,,16,1,Zendaya,0.15818369199363513
16,3,Ingo Rademacher,21,7,5,Eliminated Week 9,3,,,,16,1,Dorothy Hamill,0.03163673839872702
16,4,Ingo Rademacher,23,7.666666666666667,5,Eliminated Week 9,3,,,,16,1,Victor Ortiz,0.04652461529224562
16,5,Ingo Rademacher,21,7,5,Eliminated Week 9,3,,,,16,1,Alexandra Raisman,0.08787982888535284
16,6,Ingo Rademacher,23,7.666666666666667,5,Eliminated Week 9,3,,,,16,1,Jacoby Jones,0.11298835142402508
16,7,Ingo Rademacher,25,8.333333333333334,5,Eliminated Week 9,3,,,,16,1,D. L. Hughley,0.041627287366746084
16,8,Ingo Rademacher,24,8,5,Eliminated Week 9,3,,,,16,1,Andy Dick,0.05272789733121171
16,9,Ingo Rademacher,25.5,8.5,5,Eliminated Week 9,3,,,,16,1,Wynonna Judd,0.034387759129051114
16,1,Zendaya,24,8,2,2nd Place,3,,,,16,1,Kellie Pickler,0.2636394866560585
16,2,Zendaya,26,8.666666666666666,2,2nd Place,3,,,,16,1,Lisa Vanderpump,0.03766278380800836
16,3,Zendaya,25.9998,8.6666,2,2nd Place,3,,,,16,1,Sean Lowe,0.06083988153601351
16,4,Zendaya,26,8.666666666666666,2,2nd Place,3,,,,16,2,Ingo Rademacher,0.07190167817892505
16,5,Zendaya,29,9.666666666666666,2,2nd Place,3,,,,16,2,Zendaya,0.15818369199363513
16,6,Zendaya,25.5,8.5,2,2nd Place,3,,,,16,2,Dorothy Hamill,0.03163673839872702
16,7,Zendaya,30,10,2,2nd Place,3,,,,16,2,Victor Ortiz,0.04652461529224562
16,8,Zendaya,29,9.666666666666666,2,2nd Place,3,,,,16,2,Alexandra Raisman,0.08787982888535284
16,9,Zendaya,27.5,9.166666666666666,2,2nd Place,3,,,,16,2,Jacoby Jones,0.11298835142402508
16,10,Zendaya,30,10,2,2nd Place,3,,,,16,2,D. L. Hughley,0.041627287366746084
